STATE	CITY	APPLICANT/LICENSEE NAME	LICENSE NO.	DOCKET	REGION	RECEIVED	TYPE/ACTION
IN	VALPARAISO	NW INDIANA CARDIOVASCULAR          	13-26691-01  	3034025	3	40534	3
MD	COLLEGE PARK	"HEALTH & HUMAN SERVICES, DEPT. OF  "	19-30771-01  	3036120	1	40534	4
MT	LAUREL	CENEX HARVEST STATES (CHS)                          	25-14757-01  	3019130	4	40534	4
ID	MERIDIAN	DR CHARLES RASMUSSEN/              	11-27662-01  	3035356	4	40535	5
IL	OAKBROOK TERRACE	"PROFESSIONAL SERV. INDUSTRIES, INC."	12-16941-01  	3011906	3	40535	4
MI	DETROIT	American Red Cross Southeastern Michigan Region	21-15436-02  	3031688	3	40535	3
MI	FLINT	Premier Medical Clinics	21-26540-01  	3033371	3	40535	4
MO	SUGAR CREEK	LAFARGE CORPORATION                	24-32230-01  	3035291	3	40535	3
HI	HONOLULU	"PA'INA HAWAII, LLC                 "	53-29296-01  	3036974	4	40539	4
ID	NAMPA	MERCY MEDICAL CENTER               	11-27089-01  	3032246	4	40539	4
IN	FORT WAYNE	BALTES CARDIOLOGY                  	13-32694-01  	3037753	3	40539	5
MI	BINGHAM FARMS	"STEPHEN J. GUNTHER, M.D., P.L.C.   "	21-32297-01  	3035625	3	40539	5
MI	LANSING	MICHIGAN DEPARTMENT OF NATURAL RESOURCES AND ENVIRONMENT     	21-24958-01  	3029976	3	40539	4
MI	SOUTHFIELD	MILLENNIUM DIAGNOSTIC CENTER       	21-32035-01  	3034561	3	40539	4
SD	SIOUX FALLS	SANFORD CLINIC                     	40-26865-01  	3029708	4	40539	8
SD	YANKTON	AVERA SACRED HEART HOSPITAL        	40-01683-01  	3003235	4	40539	4
CT	MYSTIC	MONSANTO COMPANY                   	06-28624-01  	3032126	1	40540	8
MA	NATICK	"ARMY, DEPARTMENT OF THE            "	20-30847-01  	3036434	1	40540	4
MD	ROCKVILLE	"JOSEPH ROBINSON, M.D., PC          "	19-31093-01  	3037041	1	40540	5
NJ	PICATINNY ARSENAL	"ARMY, DEPARTMENT OF THE            "	29-00047-02  	3005215	1	40540	4
UT	SALT LAKE CITY	"MET-CHEM TESTING LABS. OF UTAH,INC."	43-27362-01  	3032304	4	40540	4
HI	KAPOA	ALL ISLANDS CONSTRUCTION SERVICES  	53-29297-01  	3037723	4	40541	5
ID	TWIN FALLS	"TWIN FALLS, CITY OF                "	11-27081-01  	3032235	4	40541	4
IN	INDIANAPOLIS	ELI LILLY AND COMPANY              	13-01133-02  	3004330	3	40542	4
IN	VALPARAISO	VALPARAISO UNIVERSITY              	13-06711-01  	3000701	3	40542	3
MI	MUSKEGON	"WEST SHORE CARDIOLOGY CONSUL., P.C."	21-24873-01  	3029788	3	40542	4
MI	PORT HURON	DUNN PAPER                         	21-26777-01  	3034331	3	40542	4
MO	KANSAS CITY	"MEDICAL IMAGING, INC.              "	24-24423-01  	3018630	3	40542	3
MO	LEE'S SUMMIT	"MIDWEST DIVISION - LSH, LLC        "	24-24660-01  	3029074	3	40542	4
MO	MARYVILLE	SNYDER & ASSOCIATES                	24-32019-01  	3034569	3	40542	4
MO	ST. LOUIS	WASHINGTON UNIVERSITY IN ST. LOUIS 	24-00167-11  	3002271	3	40542	4
WI	MILWAUKEE	"AECOM USA,INC. AND AECOM,INC.      "	48-18672-01  	3014020	3	40542	3
WI	WAUPACA	THYSSENKRUPP WAUPACA               	48-15031-01  	3008461	3	40542	4
WY	MILLS	HIGH MOUNTAIN INSPECTION SERV. INC.	49-26808-02  	3033887	4	40542	3
IN	INDIANAPOLIS	ELI LILLY AND COMPANY              	13-01133-02  	3004330	3	40542.51254	4
WI	SUPERIOR	"TWIN PORTS TESTING, INC.           "	48-23476-01  	3022241	3	40542.60051	5
CT	Guilford	"Marcik, Lawrence J., Jr., P.E., dba Design Earth Technology"	06-31429-01	3038409	1	40546	2
IN	BEDFORD	Indiana University Health Bedford Hospital	13-14823-01  	3008108	3	40546	4
IN	LAPORTE	HOWMET LAPORTE CASTINGS            	SUB-1586     	4009060	3	40546	4
MI	GRAND RAPIDS	WEST MICHIGAN HEART	21-26543-01  	3033375	3	40546	4
MI	PARMA	JANX INTEGRITY GROUP               	21-16560-01  	3011772	3	40546	4
MI	PORT HURON	LAKEVIEW DIAGNOSTIC LLC		3038410	3	40546	2
MI	PORT HURON	LAKEVIEW DIAGNOSTIC                	21-32444-01MD	3036222	3	40546	4
MI	ROCHESTER	CRITTENTON HOSPITAL                	21-13562-01  	3002157	3	40546	3
MO	SPRINGFIELD	ST. JOHN'S HOSPITAL-SPRINGFIELD    	24-00866-02  	3002285	3	40546	4
TX	HOUSTON	"INTEGRATED PRODUCTION SERVICES, INC."	42-29399-02	3038322	4	40546	4
WV	BRIDGEPORT	CLARKSBURG CARDIOLOGY CONSULT. INC.	47-30844-01  	3036429	1	40546	4
MI	Ferndale	"ADVANCED MEDICAL DIAGNOSTIC, PLLC  "	21-32436-01  	3036178	3	40547	5
MO	COLUMBIA	"ENGINEERING SURVEYS & SERVICES, LLC"	24-20089-01  	3017948	3	40547	4
MT	BILLINGS	BILLINGS CLINIC                    	25-01051-01  	3002389	4	40547	4
PR	SAN JUAN	"GEO-ENGINEERING, INC.              "	52-25266-01  	3033265	1	40547.58132	4
DE	WILMINGTON	ALFRED I. DUPONT HOSPITAL  FOR CHILDREN	07-16199-01  	3010568	1	40547.59554	4
DE	WILMINGTON	ALFRED I. DUPONT HOSPITAL FOR CHILDREN 	07-16199-02  	3019939	1	40547.59761	4
AK	ANCHORAGE	"CONOCO PHILLIPS ALASKA, INC.       "	50-27783-01  	3036627	4	40548	4
HI	HONOLULU	"QUEEN'S MEDICAL CENTER, THE        "	53-16533-02  	3014522	4	40548	4
MI	TRAVERSE CITY	Traverse Heart and Vascular	21-26531-01  	3033324	3	40548	4
MI	TRAVERSE CITY	"GREAT LAKES CARDIOLOGY, P.C.       "	21-32511-01  	3036575	3	40548	5
ND	BISMARCK	DAKOTA COAL COMPANY                	33-27444-01  	3032878	4	40548	5
IL	DOWNERS GROVE	PERKIN ELMER LIFE SCIENCES         	12-04933-06E 	3013133	0	40548.35404	3
PR	BAYAMON	"KARDIO NUCLEAR, INC.               "	52-30841-02  	3038197	1	40548.4508	4
DE	NEW CASTLE	"LEHIGH TESTING LABORATORIES, INC.  "	07-01173-03  	3014700	1	40549	3
MI	AUBURN	DOW CORNING CORPORATION            	21-08362-08  	3004858	3	40549	4
MI	BINGHAM FARMS	CARDIOLOGY ASSOCIATES BIRMINGHAM PC	21-26237-01  	3031887	3	40549	4
WV	SOUTH CHARLESTON	CHARLESTON AREA MEDICAL CENTER IMAGING CENTER-SOUTHRIDGE            	47-25610-01  	3036152	1	40549	4
IN	GARY	U. S. STEEL CORPORATION            	13-07964-07  	3018249	3	40550	4
MO	COLUMBIA	"ANALYTICAL BIO-CHEMISTRY LABS., INC"	24-13365-01  	3005154	3	40550	4
MO	HANNIBAL	"CONTINENTAL CEMENT COMPANY, LLC    "	24-20263-01  	3018167	3	40550	4
MO	ST. LOUIS	AMERICAN RADIOLABELED CHEMICALS    	24-21362-01  	3020567	3	40550	4
TX	EL PASO	"ARMY, DEPARTMENT OF THE            "	42-05255-07  	3003260	4	40550	4
DC	WASHINGTON	CHILDREN'S NATIONAL MEDICAL CENTER 	08-03309-01  	3001323	1	40550.45757	4
MA	BEVERLY	COMMUNICATIONS AND POWER INDUSTRIES	20-02237-03E 	3004621	0	40550.48159	4
IN	GOSHEN	GOSHEN GENERAL HOSPITAL            	13-18845-01  	3014254	3	40553	3
MA	BURLINGTON	"QSA GLOBAL, INC.                   "	20-12836-02E 	3032596	0	40553	5
MI	DOWAGIAC	LEE MEMORIAL HOSPITAL              	21-32287-01  	3035603	3	40553	3
MI	MUSKEGON	MERCY HOSPITAL                     	21-02187-01  	3002016	3	40553	4
MI	YPSILANTI	Saint Joseph Mercy Health System / Michigan Heart          	21-26399-01  	3032717	3	40553	4
MT	BILLINGS	"PIONEER WIRELINE SERVICES, LLC     "	25-27802-01  	3036849	4	40553	4
MT	LIVINGSTON	LIVINGSTON MEMORIAL HOSPITAL       	25-27450-01  	3032948	4	40553	8
CT	MIDDLEBURY	CHEMTURA CORPORATION               	06-00221-08  	3003759	1	40553.24141	4
VA	QUANTICO	"JUSTICE, DEPARTMENT OF             "	45-23722-02  	3036423	1	40553.57661	4
AK	FAIRBANKS	"ALASKA, UNIV OF FAIRBANKS, ENVIR   "	50-02430-07  	3001179	4	40554	4
HI	AIEA	HIRATA & ASSOCIATES INC            	53-29025-01  	3032056	4	40554	4
HI	HONOLULU	"JMI AND ASSOCIATES, INC.           "	53-29024-01  	3032025	4	40554	3
ID	RUPERT	MINIDOKA MEMORIAL HOSPITAL         	11-29085-01  	3033775	4	40554	8
IN	MUNSTER	"COMMUNITY HOSPITAL, THE            "	13-15882-01  	3009964	3	40554	4
KS	OVERLAND PARK	HNTB CORPORATION                   	15-32381-01  	3035966	3	40554	5
MI	SODUS	"WIGHTMAN ENVIRONMENTAL, INC.       "	21-20020-01  	3017655	3	40554	3
IN	INDIANAPOLIS	KRANNERT INSTITUTE OF CARDIOLOGY   	13-32435-01  	3036171	3	40554.70872	4
PA	BLAIRSVILLE	DIAMOND TECHNICAL SERVICES         	37-31259-01  	3037501	1	40555.61103	4
MA	ACTON	"GEOTESTING EXPRESS, INC.           "	20-27648-01  	3035253	1	40555.63281	4
RI	NARRAGANSETT	ENVIRONMENTAL PROTECTION AGENCY    	38-11957-01  	3006356	1	40555.66862	4
WV	FOLLANSBEE	KOPPERS INC.                      	47-16933-02  	3029384	1	40555.7078	4
IL	ZION	"ZION SOLUTIONS, LLC"		7201037	0	40556	2
IN	BLOOMINGTON	"PREMIER HEALTHCARE, LLC "	13-32020-01  	3034523	3	40556	4
MI	Dearborn	"CAMMENGA & ASSOCIATES, LLC.        "	21-26460-01  	3033009	3	40556	6
MO	Farmington 	COMPREHENSIVE CARDIOVASCULAR CONS. 	24-32459-01  	3036294	3	40556	4
MO	KANSAS CITY	CHILDREN'S MERCY HOSPITAL          	24-15513-01  	3009259	3	40556	4
WV	HURRICANE	CAMC TEAYS VALLEY HOSPITAL         	47-23070-01  	3020237	1	40556	4
WV	BRIDGEPORT	UNITED HOSPITAL CENTER             	47-01458-01  	3003375	1	40556.58	4
MI	MIDLAND	IMTECH RESEARCH & DEVELOPMENT      	21-26546-02  	3036555	3	40556.67272	5
AK	Anchorage	"LOUNSBURY AND ASSOCIATES, INC."	50-29419-01	3038412	4	40557	2
CT	EAST HARTFORD	"CABRERA SERVICES, INC.             "	06-30556-01  	3035316	1	40557	8
ID	BOISE	"ST. ALPHONSUS MEDICAL CENTER - NAMPA, INC."	11-27306-01  	3032263	4	40557	4
MI	ECORSE	U. S. STEEL CORPORATION            	21-10459-01  	3004891	3	40557	4
MO	ST. LOUIS	"GOLD BIOTECHNOLOGY, INC.           "	24-26225-01  	3031844	3	40557	3
PR	PONCE	"ETR CONSULTING ENGINEERS, PSC"	52-31430-01	3038411	1	40557	2
VA	ASHBURN	"GEOCONCEPTS ENGINEERING, INC.      "	45-25467-01  	3035002	1	40557	4
VT	BURLINGTON	FLETCHER ALLEN HEALTH CARE         	44-10187-03  	3003289	1	40560	4
AK	FAIRBANKS	"DESIGN ALASKA,  INC."	50-29210-02	3038413	4	40561	1
AK	HEALY	GOLDEN VALLEY ELECTRIC ASSOCIATION 	50-29058-01  	3033010	4	40561	4
FL	BOCA RATON	PHARMALOGIC MT. INC.	09-29398-01MD	3038401	4	40561	4
IN	CARMEL	Indiana University Health North Hospital      	13-32602-01  	3037059	3	40561	4
IN	INDIANAPOLIS	METHODIST HOSPITAL                 	13-02063-01  	3001603	3	40561	4
MI	Lansing	"ADVANCED CARDIOLOGY, PLLC.         "	21-32569-01  	3036926	3	40561	5
MI	MACOMB	ROMEO PLANK DIAGNOSTIC CENTER      	21-26338-01  	3032456	3	40561	4
MO	OVERLAND	"MEDI-PHYSICS, INC.                 "	24-32462-01MD	3036453	3	40561	4
WY	CASPER	"PHARMALOGIC WY, INC.               "	49-27629-01MD	3038007	4	40561	4
WY	CASPER	WYOMING MEDICAL CENTER             	49-00152-02  	3003495	4	40561	4
MO	O'FALLON	PROGRESS WEST HEALTHCARE CENTER    	24-32642-01  	3037397	3	40561.65579	4
DE	NEWARK	HEART AND VASCULAR CLINIC          	07-31394-01  	3038183	1	40561.68816	4
DE	SEAFORD	NANTICOKE MEMORIAL HOSPITAL        	07-17618-01  	3013060	1	40561.69921	4
IN	EVANSVILLE	"HEART GROUP, THE                   "	13-24706-01  	3029219	3	40562	4
NJ	SAYREVILLE	CARLIN-SIMPSON & ASSOCIATES        	29-19641-01  	3019015	1	40562	5
SD	SIOUX FALLS	AVERA MCKENNAN HOSPITAL            	40-16571-01  	3011252	4	40562	4
PR	MAYAGUEZ	BELLA VISTA HOSPITAL               	52-25223-01  	3032986	1	40562.46482	4
CT	FAIRFIELD	"CARDIAC SPECIALISTS, P.C.          "	06-20862-01  	3028739	1	40562.47815	5
CT	BRIDGEPORT	BRIDGEPORT HOSPITAL                	06-01060-01  	3001247	1	40562.48242	4
IN	AVON	Indiana University Health West Hospital    	13-32526-01  	3036611	3	40562.69346	4
IN	INDIANAPOLIS	CENTRAL INDIANA CANCER CENTERS     	13-32241-01  	3035383	3	40562.69953	4
PR	BAYAMON	"HOSPITAL HERMANOS MELENDEZ, INC.   "	52-23044-01  	3020209	1	40562.71311	3
PR	SAN JUAN	GEOTECHNICAL & MATERIALS TESTING  SERVICE	52-24862-01  	3029474	1	40562.74226	4
PR	SAN JUAN	CRUZ ROJA AMERICANA                	52-25220-01  	3032967	1	40562.75565	4
CT	NEW MILFORD	NEW MILFORD HOSPITAL               	06-17892-01  	3013596	1	40563	4
MO	EARTH CITY	TESTAMERICA LABORATORIES-ST. LOUIS 	24-24817-01  	3029601	3	40563	4
MO	MARYLAND HEIGHTS	"QUALITY TESTING SERVICES, INC.     "	24-32292-01  	3035610	3	40563	3
NJ	RAHWAY	"VERTICAL V-NORTHEAST, INC.         "	29-30107-01  	3033387	1	40563	5
WY	GLENROCK	PACIFICORP - DAVE JOHNSTON PLANT   	49-27781-01  	3036612	4	40563	4
DE	LEWES	BEEBE MEDICAL CENTER               	07-17792-01  	3013331	1	40563.62546	4
AK	ANCHORAGE	BERING SEA ENVIRONMENTAL (BSEN)    	50-29273-01  	3037559	4	40564	8
CO	GRAND JUNCTION	MACTEC DEVELOPMENT CORPORATION         	05-27748-01  	3036204	4	40564	8
IN	GARY	INDIANA UNIVERSITY SCHOOL OF MED   	13-18384-01  	3014970	3	40564	3
IN	WEST LAFAYETTE	PURDUE UNIVERSITY                  	13-02812-04  	3000696	3	40564	4
MI	COMMERCE	"VHS HURON VALLEY - SINAI HOSPITAL, Inc.      "	21-24652-01  	3029063	3	40564	4
MI	DETROIT	"VHS CHILDREN'S HOSPITAL OF MICHIGAN, Inc.    "	21-03298-05  	3013166	3	40564	4
MI	DETROIT	"VHS HARPER - HUTZEL HOSPITAL, Inc.        "	21-04127-02  	3002045	3	40564	4
MI	DETROIT	VHS SINAI-GRACE HOSPITAL Inc.         	21-00299-04  	3001992	3	40564	4
MI	LANSING	"CPI PHARMACY SERVICES HOLDING, LLC "	21-26597-01MD	3033629	3	40564	4
MI	TRAVERSE CITY	"GOURDIE, FRASER & ASSOC., INC.     "	21-16540-01  	3011194	3	40564	4
NM	ALBUQUERQUE	LOVELACE RESPIRATORY RESEARCH INST 	30-29237-01  	3037312	4	40564	4
NM	ALBUQUERQUE	LOVELACE RESPIRATORY RESEARCH INST 	30-29237-01  	3037312	4	40564	7
MI	WARREN	ST. JOHN MACOMB-OAKLAND HOSPITAL   	21-01190-05  	3002005	3	40564.6368	4
AL	HUNTSVILLE	NATIONAL AERONAUTICS AND SPACE ADMINISTRATION 	01-06571-10  	3003575	1	40567	4
CA	EDWARDS	NATIONAL AERONAUTICS & SPACE ADM.  	04-12310-02  	3035428	4	40567	4
MI	GRAND BLANC	"Regional Cardiology Associates, P.L.C."	21-32298-01  	3035626	3	40567	4
MI	HOLLAND	HOLLAND COMMUNITY HOSPITAL         	21-18502-01  	3013801	3	40567	4
MI	STURGIS	STURGIS HOSPITAL                   	21-16475-01  	3011109	3	40567	3
MI	TRAVERSE CITY	"GOURDIE, FRASER & ASSOC., INC.     "	21-16540-01  	3011194	3	40567	3
VA	OAKWOOD	"MAC CONSTRUCTION, INC.             "	45-25014-02  	3033397	1	40567	5
WV	PRINCETON	"WEST VIRGINIA RADIATION THERAPY SERVICES, INC.      "	47-25296-01  	3033538	1	40567.45444	4
VT	BRATTLEBORO	BRATTLEBORO MEMORIAL HOSPITAL      	44-13760-01  	3003294	1	40567.4612	4
AL	HUNTSVILLE	NATIONAL AERONAUTICS AND SPACE FLIGHT ADMINISTRATION  	01-06571-10  	3003575	1	40567.61176	4
IN	MARION	"CARDIOVASCULAR CNSLTS. MARION, P.C."	13-32301-01  	3035639	3	40568	3
MI	KENTWOOD	"MEDI-PHYSICS, INC.                 "	21-26707-01MD	3034090	3	40568	4
MI	MANISTEE	MARTIN MARIETTA MAGNESIA SPEC./INC.	21-12986-01  	3004919	3	40568	3
MI	SAGINAW	"SPICER GROUP, INC.                 "	21-26099-01  	3031442	3	40568	4
MI	SOUTHFIELD	PROVIDENCE HOSPITAL                	21-02802-03  	3002022	3	40568	4
MI	TROY	TRANSCANADA                        	21-29258-01  	3037442	4	40568	4
MO	KANSAS CITY	KANSAS CITY HEART GROUP            	24-32373-01  	3035932	3	40568	5
MO	LEE'S SUMMIT	CARONDELET CARDIOLOGY SERVICES     	24-32245-01  	3035345	3	40568	4
MO	ST. LOUIS	MISSOURI BAPTIST MEDICAL CENTER    	24-11128-02  	3008325	3	40568	4
NM	WHITE SANDS	"ARMY, DEPARTMENT OF THE            "	30-12350-01  	3005505	4	40568	3
TX	DRIPPING SPRNGS	"PAVETEX ENGINEERING AND TESTING, INC."	42-29413-01	3038421	4	40568	2
WV	MORGANTOWN	MONONGALIA GENERAL HOSPITAL        	47-16259-01  	3010683	1	40568.41518	4
PR	SAN JUAN	"FERROVIAL AGROMAN, S.A.            "	52-31107-01  	3037094	1	40568.4603	3
CT	EAST HARTFORD	"CABRERA SERVICES, INC.             "	06-30556-01  	3035316	1	40568.4999	8
NY	NEW YORK	"MEPROLIGHT, INC.                   "	31-23902-01E 	3036248	0	40568.55718	3
MO	COLUMBIA	APAC - MISSOURI INC.               	24-32769-01  	3038163	3	40569	4
OK	HEALDTON	"ASSOCIATED WIRE LINE SERVICES, INC."	35-29278-02  	3037581	4	40569	3
DC	WASHINGTON	"CAPITOL MEDICAL CENTER, LLC  "	08-11182-01  	3001334	1	40569.01142	4
PR	YAUCO	HOSPITAL METROPOLITANO DR. TITO MATTEI 	52-25545-01  	3035597	1	40569.5142	3
IN	MUNSTER	FRANCISCAN PHYSICIANS HOSPITAL     	13-32519-01  	3036594	3	40570	4
MI	GRAND RAPIDS	SPECTRUM HEALTH HOSPITALS          	21-00243-06  	3001989	3	40570	4
MI	WARREN	HENRY FORD MACOMB HOSPITAL         	21-04082-01  	3002042	3	40570	4
MO	KANSAS CITY	KANSAS CITY CANCER CENTERS - SOUTH 	24-32517-01  	3036583	3	40570	4
MO	ST. LOUIS	SAINT LOUIS CONNECTCARE            	24-24518-01  	3028715	3	40570	3
WI	GREEN BAY	FOTH INFRASTRUCTURE & ENVIRONMENT  	48-18916-02  	3028756	3	40570	3
AK	ANCHORAGE	"KAKIVIK ASSET MANAGEMENT, LLC      "	50-27667-01  	3035371	4	40571	8
DE	DELAWARE CITY	PREMCOR DELAWARE CITY REFINERY     	07-28320-01  	3030920	1	40571	5
DE	DOVER	BAYHEALTH MEDICAL CENTER           	07-14850-01  	3007565	1	40571	4
DE	NEWARK	CHRISTIANA CARE HEALTH SERVICES    	07-12153-02  	3001303	1	40571	4
DE	NEWARK	"OMEGA NUCLEAR DIAGNOSTIC CENTER, L.P."	07-28190-01  	3030518	1	40571	4
DE	WILMINGTON	"CARDIOLOGY CONSULTANTS, DELAWARE, LLC     "	07-27897-01  	3029521	1	40571	4
FL	ORLANDO	"TRIAD ISOTOPES, INC.               "	09-31406-01MD	3038269	1	40571	4
IL	O'FALLON	"QUALITY TESTING & ENGINEERING, INC."	12-32308-01  	3035663	3	40571	3
IN	FORT WAYNE	"Parkview Health System, Inc. / d/b/a Fort Wayne Cardiology Corporation     "	13-24797-01  	3029527	3	40571	4
IN	GREENSBURG	DECATUR COUNTY MEMORIAL HOSPITAL   	13-18992-01  	3017620	3	40571	3
IN	INDIANAPOLIS	"BIOSTORAGE TECHNOLOGIES, INC.      "	13-32622-01  	3037223	3	40571	4
MD	ABERDEEN PROV. GRD.	"ARMY, DEPARTMENT OF THE            "	SUB-834      	4007354	1	40571	7
MI	COMMERCE	HURON VALLEY - SINAI HOSPITAL      	21-24652-01  	3029063	3	40571	3
MI	MONROE	MACSTEEL MONROE INCORPORATED       	21-18673-01  	3014021	3	40571	3
MI	TAWAS CITY	TAWAS ST. JOSEPH HOSPITAL          	21-18979-01  	3017606	3	40571	3
MI	WARREN	HENRY FORD MACOMB HOSPITAL         	21-04082-01  	3002042	3	40571	3
MO	ST. LOUIS	"CRD & ASSOCIATES, INC.             "	24-24559-02  	3035629	3	40571	3
PR	LAS PIEDRAS	"L. P. C. & D., INC.  "	52-25125-01  	3031955	1	40571	3
TX	LA PORTE	ACUREN INSPECTION INC              	42-27593-01  	3034780	4	40571	4
VI	ST. CROIX	GOVERNOR JUAN F. LUIS HOSPITAL     	55-25547-01  	3035612	1	40571	3
CA	WALNUT CREEK	ENVIRONMENTAL MANAGEMENT SERVS INC 	04-29295-01  	3037671	4	40574	8
CT	NEWTOWN	Q/C RESOURCE TECHNICAL SERVICES    	06-30610-01  	3035611	1	40574	3
DE	NEWARK	SIEMENS HEALTHCARE DIAGNOSTICS     	07-32714-01G 	3037841	3	40574	4
GU	BARRIGADA	NIPPO CORPORATION	56-29420-01	3038414	4	40574	2
HI	HONOLULU	"HAWAII, UNIVERSITY OF              "	53-00017-23  	3007517	4	40574	7
ID	NAMPA	MERCY MEDICAL CENTER               	11-27089-01  	3032246	4	40574	4
IL	BATAVIA	AMERICAN DIAGNOSTIC MEDICINE       	12-32597-01  	3037037	3	40574	4
IN	MARTINSVILLE	"Indiana University Health Morgan Hospital, Inc."	13-17449-01  	3012775	3	40574	4
MI	DETROIT	"Detroit, City of  (City Engineering Division)"	21-24406-02  	3034061	3	40574	4
MI	LANSING	"MICHIGAN, STATE OF                 "	21-05199-02  	3007188	3	40574	4
MN	ST. PAUL	"AMERICAN ENGINEERING TESTING, INC. "	22-20271-02  	3034637	4	40574	4
MO	BOLIVAR	CITIZENS MEMORIAL HOSPITAL         	24-20330-02  	3035632	3	40574	3
PR	San Juan	Dr. I. Gonzalez Martinez Oncology Hospital 	52-13471-03	3038415	1	40574	1
NJ	MORRISTOWN	SMITHS DETECTION INC.	29-28620-04E	3038317	0	40574.36933	4
AK	ANCHORAGE	"CONOCO PHILLIPS ALASKA, INC.       "	50-27783-01  	3036627	4	40574.63065	4
PR	SAN JUAN	AUXILIO MUTUO HOSPITAL             	SNM-1942     	7003009	1	40574.7414	5
CO	DENVER	"INTERIOR, DEPARTMENT OF THE        "	05-01399-08  	3003728	4	40575	4
IN	MADISON	KING'S DAUGHTERS' HOSPITAL AND HEALTH SERVICES    	13-18692-01  	3014051	3	40575	4
MO	SPRINGFIELD	LESTER E. COX MEDICAL CENTER       	24-01143-06  	3009784	3	40575	4
MO	ST. LOUIS	"METRO HEART GROUP OF ST. LOUIS, INC"	24-32184-01  	3035037	3	40575	4
MO	ST. LOUIS	ST. ANTHONY'S MEDICAL CENTER       	24-01041-04  	3010108	3	40575	4
WV	CHARLESTON	"AMERICAN GEOTECH, INC.             "	47-25354-01  	3034079	1	40576	3
WV	BECKLEY	"BECKLEY ONCOLOGY ASSOCIATES, INC.  "	47-31304-02  	3037863	1	40577	4
PR	GUAYNABO	SAN PATRICIO MRI & CT CENTER       	52-31166-01  	3037226	1	40577.48777	4
IN	MISHAWAKA	SAINT JOSEPH REGIONAL MEDICAL CNTR.	13-02650-02  	3013685	3	40578	4
MI	WARREN	DCS CORPORATION	SUB-1603	4038362	3	40578	2
MI	WYANDOTTE	HENRY FORD WYANDOTTE HOSPITAL      	21-12930-01  	3002140	3	40578	4
MO	JEFFERSON CITY	MISSOURI DEPT. OF TRANSPORTATION   	24-20415-01  	3018363	3	40578	4
MO	KANSAS CITY	"MIDWEST DIVISION - RMC, LLC        "	24-18625-01  	3013959	3	40578	3
NC	FORT BRAGG	"ARMY, DEPARTMENT OF THE            "	32-04054-04  	3002631	1	40578	4
NJ	PRINCETON	"WYETH PHARMACEUTICALS,INC.         "	29-28210-02  	3030576	1	40578.57138	7
CT	DANBURY	"SMITHS DETECTION, INC."	06-31431-01	3038416	1	40578.59394	2
KY	LOUISVILLE	GENERAL ELECTRIC CO.               	16-17316-01E 	3037042	0	40578.65399	4
DC	WASHINGTON	"CARDIOLOGY ASSOCIATES, LLC        "	08-23376-01  	3020994	1	40581	4
IN	FORT WAYNE	OMNISOURCE CORPORATION             	13-32711-01  	3037821	3	40581	4
MI	BAY CITY	"NUCLEAR CARDIAC IMAGING, LLC.      "	21-32577-01  	3036938	3	40581	4
MI	LANSING	Michigan Department of Natural Resources and Environment         	21-24958-01  	3029976	3	40581	4
MO	St. Louis	"SSM Ambulatory Services, SSM Healthcare-St. Louis"	24-32461-01  	3036296	3	40581	4
MT	BILLINGS	BILLINGS CLINIC                    	25-01051-01  	3002389	4	40581	8
MT	KALISPELL	"NELCON, INC."	25-29423-01	3038422	4	40581	2
NM	ALBUQUERQUE	"WESTON SOLUTIONS, INC."	30-29422-01	3038420	4	40581	2
NY	WEST POINT	"ARMY, DEPARTMENT OF THE            "	31-02102-02  	3000897	1	40581	4
NY	WEST POINT	"ARMY, DEPARTMENT OF THE            "	SUD-311      	4005828	1	40581	4
PA	MECHANICSBURG	"ADVANTAGE ENGINEERS, LLC           "	37-30704-01  	3035895	1	40581	5
PA	PITTSBURGH	"SYSTEM ONE HOLDINGS, LLC           "	37-27891-02  	3037788	1	40581	4
WY	CASPER	"DBI, INC.                          "	49-29301-01  	3037817	4	40581	4
CT	EAST HARTFORD	"CABRERA SERVICES, INC.             "	06-30556-01  	3035316	1	40581.52434	8
WV	FAIRVIEW	"EASTERN ASSOCIATED COAL, LLC       "	47-23053-01  	3020218	1	40581.53306	4
ID	BOISE	ST. LUKE'S REGIONAL MEDICAL CENTER 	11-27312-01  	3032196	4	40582	8
IN	CRAWFORDSVILLE	"Franciscan Alliance, Inc. d/b/a Franciscan St. Elizabeth Health Crawfordsville"	13-16622-01  	3011342	3	40582	4
MI	PONTIAC	POH Regional Medical Center    	21-04081-03  	3002041	3	40582	4
VA	STEVENS CITY	"POLE BROTHERS IMAGING COMPANY, LLC "	45-25383-01  	3034342	1	40582	4
VI	CHRISTIANSTED	"CARDIOVASCULAR ASSOC. OFTHE VI,PLLC"	55-31325-01  	3037806	1	40582.42098	4
IN	GOSHEN	"RIETH-RILEY CONSTRUCTION CO., INC. "	13-24509-01  	3028694	3	40582.5454	5
IN	KOKOMO	HOWARD REGIONAL HEALTH SYSTEM      	13-13028-02  	3013342	3	40582.55836	4
IN	MARION	MARION GENERAL HOSPITAL            	13-17956-01  	3013726	3	40582.5668	4
MI	WYANDOTTE	BASF CORPORATION                   	21-00627-02  	3004787	3	40582.57659	4
CT	DANBURY	SMITHS DETECTION	06-24000-01E	3038417	0	40582.64863	2
MI	DUNDEE	HOLCIM (US) INC.                   	21-08176-01  	3004854	3	40583	5
